Rank,Name,Tags,Rating
3694,Maria Watches Over Us,"for the young women at the lillian privat school for girls, noth is more prestigi than rosa sinensis, rosa gigantea, and rosa foetida, the beauti and talent women who head the student council. when a young girl name yumi path is intertwin with sachiko, a successor to the council, thing will never be the same for the both of them. maria-sama ga miteru is a quiet tale of forbidden romance, friendship, and the everyday life of a school girl. oyukikonno drama gl shoujo-ai all-girl school lgbt theme school life base on a light novel 2004 miniseri midrank",3.6
3695,Pani Poni Dash!,"she’ smart, talented, and the newest teacher at momotsuki academy; but she’ also… 11 year old?! name becki miyamoto, thi pint-siz mit prodigi want noth more than to be a respect educator, but all her student do is treat her like an ador child! with space aliens, a class full of stereotyp (and one girl who is normal!), and a quick temper stand in her way, becki will tri her best to shape the eager young mind of tomorrow befor she hit puberty! hekiruhikawa comedi shounen slice of life alien break the fourth wall gag parodi school life base on a manga 2005 longseri midrank",3.6
3696,Midori no Makibaoh,"midori makibaoh is a small white racehorse. compar to other thoroughbr horses, he look more like a donkey with wide nostrils. however, with hi gut and speed as hi weapon, makibaoh win in everi big race. in the begin of hi career, makibaoh had a troubl make hi debut as a racehorse, becaus of hi appear and variou disadvantag he had. but makibaoh had reason to overcom hi difficulties; there wa a lifelong rival hors call superhors cascade, that makibaoh need to defeat. plus, he wa determin to win back hi mother, a hors that had been taken away for pay back the debt on the farm. there are mani hardship that makibaoh ha to overcome, but he thrive in the seri of race to becom a great racehors tsunomaru comedi shounen sport race base on a manga 1996 longseri midrank",3.6
3697,KINMOZA!,"shinobu oomiya is a 15-year old japanes school girl who did a homestay in the uk when she wa in junior high. one day, as she is miss her time abroad, a letter arriv for her from the daughter of her uk host family, alic cartelet, announc that she is come to japan! with shinobu’ classmat aya komachi and yoko inokuma, as well as alice’ childhood friend and rival from the uk, karen kujo, the live of the five girl sparkl like a mosaic, and an airi and sweet school comedi star japanes and british schoolgirl is about to start! yuihara comedi seinen slice of life iyashikei school life base on a 4-koma manga base on a manga 2013 miniseri midrank",3.6
3698,Monster Strike the Movie 3: Lucifer - Dawn of Despair,no synopsi yet - check back soon! koubunshizuno action fantasi base on a video game cg anim 2020 movi midrank,3.6
3699,Black Fox,"live in a ninja resid tuck away in a corner of a futurist citi is rikka, the eldest daughter of a ninja clan, who look up to her father—a researcher—veri much. carri on with her life normally, rikka home came suddenli under attack one day. driven into a corner, what would she do to overcom thi crisis? kazuyanomura action drama sci fi death of a love one ninja psychic power reveng robot origin work 2019 movi midrank",3.6
3700,Polyphonica: Crimson S,"as a young boy, phoron met a spirit name corticart apa lagrang after she heard hi song one night. now, twelv year later, phoron attend the tolva commandia academy, where human train to becom dantist – peopl who can control spirit with music. one day, while unsuccess practic a melody, phoron sing the same song from all those year ago and not onli doe he manag to summon corticart to hi side, but also make a contract with her! now he is bound to the temperament spirit and, alongsid hi friends, phoron must learn exactli what it mean to perform a commandia. but with a dark threat approaching, is it possibl that thi hapless orphan could actual be the key to prevent disaster? toshimasasuzuki fantasi romanc magic music school life base on a visual novel 2009 miniseri midrank",3.6
3701,A Sister's All You Need,"everi day is full of fun. but someth is missing. my life would be amaz if onli i had a littl sister. whi don’t i have a littl sister...? these are the muse of littl sister-lov and novelist itsuki hashima, who onli write work featur littl sisters. around him gather a number of uniqu people: geniu author/pervert nayuta, femal colleg student miyako, illustr puriketsu, and the brutish tax account ashley. each of them hold their own worries, but live their peac daili live while write novels, play video games, drink alcohol, and file their tax returns. jintamamura comedi ecchi romanc slice of life novel industri base on a light novel nuditi 2017 miniseri midrank",3.6
3702,Sore Ike! Anpanman: Otanjoubi Series,no synopsi yet - check back soon! takashiyanas comedi fantasi anthropomorph famili friendli food protagonist non-human protagonist superpow 1995 miniseri midrank,3.6
3703,Kazu & Yasu Hero Tanjou,no synopsi yet - check back soon! kazukiakan drama sport soccer 1995 movi midrank,3.6
3704,"My Tyrano: Together, Forever","a tremend tyrannosaurus—who doe not eat meat—and a pterodactyl who cannot fli run into each other and begin their journey to find ‘paradise’. while on their way, they learn about each other’ differ and becom import to each other. koubunshizuno adventur anim protagonist dinosaur famili friendli korean anim non-human protagonist prehistor base on a novel 2019 movi midrank",3.6
3705,Revolutionary Girl Utena: The Adolescence of Utena,"utena tenjou ha just arriv at the prestigi ohtori academy, and not long after her arrival, she receiv the mark of the rose and becom a duelist. she is then thrust into a seri of battl with other duelist to win her friend anthy, who is known the rose bride. the win duelist will not onli receiv anthy, but also the revolutionari power that she holds! utena must now do everyth she can to protect anthi while tri to figur out the secret behind ohtori academi and the rose bride befor it’ too late. kunihikoikuhara fantasi gl romanc shoujo-ai board school contemporari fantasi lgbt theme opposit attract orphan school life origin work 1999 movi midrank",3.6
3706,Sugata Sanshirou,no synopsi yet - check back soon! yasumimikamoto sport hand to hand combat martial art base on a novel 1981 movi midrank,3.6
3707,When They Cry: Kai - Ura Higu,no synopsi yet - check back soon! kenjikawai comedi ecchi parodi 2007 movi midrank,3.6
3708,Smile Pretty Cure! Movie: Ehon no Naka wa Minna Chiguhagu!,no synopsi yet - check back soon! narumikuroda fantasi magic girl henshin hero magic 2012 movi midrank,3.6
3709,Queen Emeraldas,"in order to becom a stronger person, a young boy name hiroshi stow away on a freighter bound for planet daibaran. the freighter come under fire from an afressian fleet, but is save by the appear of a mysteri spaceship. upon reach hi destination, hiroshi find a job in one of the roughest saloon on the planet in order to toughen up, but end up in an unfair fight when the afressian begin to search for the one who attack them. he is eventu rescu by a cloak woman, who reveal herself to be emeraldas, captain of the mysteri ship that save him before. stung by two defeats, the afressian leader bararuda decid that there is onli room for one queen in space... but can a singl ship pilot by one woman stand against the furi of a whole empire? leijimatsumoto sci fi leijivers space opera space pirat base on a manga explicit violenc 1998 ova midrank",3.6
3710,Devil May Cry,"dant work as a demon hunter for the offic of devil may cry, and as he is alway in debt he doesnt have the luxuri to turn down job as long as they pay well. hi latest assign is to be a bodyguard for the young patti low while she receiv her inheritance. dure the mission he wa abl to defeat the demon that got in hi way and deliv patti safely, but upon complet of the mission dant discov that patti will be stay with him – indefinitely! now, dant must not onli hunt demon and coexist peac with other hunters, but also handl the respons of take care of a littl girl! shinitagaki action horror demon episod monster-of-the-week overpow main charact supernatur base on a video game violenc 2007 miniseri midrank",3.6
3711,Katta-kun Monogatari,no synopsi yet - check back soon! kenjiyoshida adventur anim protagonist bird famili friendli non-human protagonist 1995 movi midrank,3.6
3712,Tsuide ni Tonchinkan,no synopsi yet - check back soon! koichiendo comedi base on a manga 1987 longseri midrank,3.6
3714,Rainbow Across the Pacific,"schoolgirl mitsuko tri to protect half-chines transfer student yu-lian from bullies. that night, she discov emily, an old american doll. given to a japanes child dure an exchang in 1921, it wa hidden from the doll burn of the anti-western war period and save by a brave young girl (mitsuko\ grandmother). at the next day\ show-and-tell, mitsuko tell the stori of emili and encourag yu-lian. daisakuikeda drama famili friendli 1992 movi midrank",3.6
3715,Kono Sekai no Tanoshimikata: Secret Story Film,no synopsi yet - check back soon! fumiemuroi music 2020 movi midrank,3.6
3716,Mainichi Kaasan,"be a mom is never easy, especi when the arriv of spring result in your children draw weather map on the wall and leav their ice cream to melt in your bed! for rieko kamohara thi is just a part of her daili routine. while her drunken husband work as a travel photograph and is often away from home, rieko ha to tri and balanc her job as a manga artist with look after her two young children, bunji and fumi. from loom deadlin and her own mother nag her about her duti as a housewife, to be hound by a middl age man dress as a fairi who claim to be the spirit of earli education, it’ amaz that super mum rieko manag to keep her saniti intact at all! riekosaibara comedi slice of life famili life base on a manga 2009 longseri midrank",3.6
3718,Pokemon Movie 8: Lucario and The Mystery of Mew,"in the world of pokemon, cameron castl is hold it annual competit to crown a new aura guardian. the titl origin from a famou legend that tell of a hero and hi pokemon, lucario, who save their kingdom from destruction. but when a thieveri attempt goe awri and the mysteri pokemon mew appears, chao ensues, pikachu disappears, and lucario emerg from a royal staff. now, with lucario at the helm, ash, may and the gang set forth to the tree of begin to find pikachu, and the answer they desire. kunihikoyuyama adventur fantasi shounen element power famili friendli monster base on a video game 2005 movi midrank",3.6
3720,Idoly Pride,"after a success audition, high school student kotono nagas and her best friend move into a dorm with eight other aspir idols. they quickli realiz it take more than cute choreographi and cute outfit to reach the top—it will take blood, sweat, and tear to advanc in the idol-rank venu program, where the top spot wa onc almost held by kotono’ older sister, superstar mana nagase. yuukinom idol music showbiz 2021 miniseri midrank",3.6
3721,Fate/Grand Order: Absolute Demonic Front - Babylonia - Initium Iter,"the year is 2010 ad. romani archaman ha been post to chaldea, where he becom the primari doctor for a young girl. mash kyrielight, chaldea\ second success summon experiment, is interest in the word senpai. toshifumiakai action fantasi sci fi magic proxi battl superpow base on a mobil game 2019 movi midrank",3.6
3723,Fate/Grand Order Final Singularity: Grand Temple of Time - Solomon,no synopsi yet - check back soon! takashitakeuchi action fantasi sci fi base on a mobil game 2021 movi midrank,3.6
3724,Youkai Watch: Shadow Side,"keisuk is a fifth grader who doe not believ in ghosts, ufos, or even youkai. lately, he ha notic that natsum ha been come home late, and one day decid to tail her. when he discov that natsum goe to a youkai detect agency, natsum is forc to involv keisuk in her activities. fumiyakitaj japanes mytholog supernatur youkai base on a video game 2018 longseri midrank",3.6
3725,Shakugan no Shana S Specials,no synopsi yet - check back soon! takashiwatanab comedi chibi 2009 movi midrank,3.6
3726,Shiawase no Katachi,no synopsi yet - check back soon! tamakichisakura comedi chibi parodi base on a manga 1990 ova midrank,3.6
3728,Kakero,"the offici music video for\xa0kakero, by suisei hoshimachi. yumasaito vtuber 2021 movi midrank",3.6
3729,They Were Eleven,"tada is a young man on the fast track to the cosmo academi -- a school which onli accept applic everi three years, and whose entranc rate is under 1%. have pass all the prior exams, the final test is draw near: surviv for 53 day aboard a derelict spaceship with onli 9 other would-b cadet to assist you. but much to the dismay of tada and hi peers, their ship ha acquir an eleventh member! can the crew band togeth to surviv the test? or will sabotag simpli destroy them from within... motohagio mysteri romanc sci fi shoujo outer space psycholog surviv base on a manga 1986 movi midrank",3.6
3730,Chibi Maruko-chan Movie,"sakura momoko, who is often refer to as chibi maruko-chan becaus of her small size, is a third grade student who live togeth with her parents, grandpar and her older sister. at school, her rowdi classmat ōno and sugiyama have been best friend for as long as anyon can remember. but after a fight dure the sport festival, the two boy begin give each other the cold shoulder, much to the surpris of maruko and the rest of her class. what\ worse, ōno is transfer schools. the two best friend must reconcil befor it\ too late and maruko is eager to help. momokosakura comedi shoujo famili friendli school life base on a manga 1990 movi midrank",3.6
3731,Pokemon,"in a world where creatur known as pokemon roam and would-b trainer captur and battl the beasts, the young ash ketchum can’t be happier; he ha final reach the age when he can have hi veri first pokemon! along with the electr pikachu and human buddi brock and misty, ash must embark on a journey to battl countless other and becom the best pokemon trainer of them all! from the johto region to the orang islands, there’ plenti of pokemon to catch and adventur to find, even if the infam team rocket stand in the way! kunihikoyuyama adventur fantasi shounen element power episod famili friendli monster proxi battl tournament base on a video game 1997 longseri midrank",3.6
3732,Basquash!,"in the future, basketbal is play by giant robot call bigfoot and the wealthi elit live on the moon. dan jd is a cocki young boy who live on the planet earthdash and make a meager live work as a deliveri service. he dream of someday bring hi disabl sister to the moon to give her the medic treatment she needs. dan also despis the bore play style use by offici bigfoot basketball, so the first chanc he get he crash a game to show the world how it realli done - destroy the arena and be thrown in jail in the process! however, by the time he released, dan stori is legendary, spawn countless imit who smash up the citi in their bigfoot duels. all dan got to do is fend off hi rivals, tri desper to keep hi busi afloat, and aim for the moon! shoujikawamori action mecha sci fi sport basketbal origin work 2009 longseri midrank",3.6
3733,Osomatsu-kun (1988) Special,no synopsi yet - check back soon! fujioakatsuka comedi shounen base on a manga 1988 movi midrank,3.6
3734,Jinzou Konchuu Kabutoborg VxV,no synopsi yet - check back soon! hiroshiishiodori action shounen origin work 2006 longseri midrank,3.6
3735,Pretty Cure Movie: Dream Star!,"a mysteri girl name sakura appear befor cure whip. sakura come from anoth world, where one day the evil karasutengu crow-bil goblin, bent on steal the world pretti things, emerg and kidnap her friend, a fox name shizuku. sakura seek out the precur for their help. hiroshimiyamoto fantasi magic girl crossov henshin hero magic 2017 movi midrank",3.6
3736,Chain Chronicle: The Light of Haecceitas - Movie 2,no synopsi yet - check back soon! masashikud action fantasi rpg base on a mobil game 2017 movi midrank,3.6
3737,Fushigiboshi no Futagohime Gyu!,"fine and rein are sent to the royal wonder academi on the royal wonder planet in order to studi to becom better princesses. they plan to make mani friends, but unfortunately, the competit and cold natur of the student and teacher make thing impossible. the twin also becom univers princess when touch the legendari soleil bell, releas two angel name pyupyu and kyukyu to help aid them. unfortunately, an evil forc manifest in a paint doesnt seem to be satisfi about the univers princesses... hirokokazui comedi fantasi magic girl famili friendli henshin hero magic school life origin work 2006 longseri midrank",3.6
3739,Cheeky Angel,"megumi wa a normal kid. he enjoy get into fight and mix it up, and one day he did so in defens of a wizard who wa be attack by bullies. hi reward wa a magic book that wa suppos to grant hi wish. the mischiev demon insid the book decid to play a prank on megumi, though, and instead of turn him into a man among men, he becam a girl. fast forward to five year later, and megumi is now enter high school, a tumultu time for even normal teenagers, let alon a girl who is tri to figur out how becom a guy again... hiroyukinishimori comedi revers harem shounen delinqu gender bender school life supernatur base on a manga 2002 longseri midrank",3.6
3740,The [email protected]: Cinderella Girls Theater Extra Stage,no synopsi yet - check back soon! mankyuu slice of life chibi idol music short episod 2020 longseri midrank,3.6
3741,Sore Ike! Anpanman: Tanoshikute Asobi Mama ni Natta Kokin-chan!?,no synopsi yet - check back soon! takashiyanas anthropomorph famili friendli food protagonist non-human protagonist 2014 movi midrank,3.6
3742,Oban Star-Racers,"in the 21st century, mankind ha final expand it reach into the corner of space. after a narrow victori year ago against their enemies, the crogs, humanity’ peac is again threaten – but thi time, they are save from an extern forc known as the avatar. he offer them a chanc to enter the great race of oban and compet for the ultim prize; and man, with the altern of defeat at the hand of the crogs, enters. meanwhile, eva is a young girl whose father, the famou race manag don wei, left her alon in a board school year ago; and she ha not heard from him since. upon track him down, don doe not recogn hi daughter and treat her harshly; so eva dub herself molly, get a job as a mechan on the team, and ultim tag along with earth’ star race team to particip in the oban race. fierc oppon and racetrack stand in their way – will earth’ team be successful? takuiwasaki action adventur sci fi sport alien famili friendli race origin work 2006 longseri midrank",3.6
3744,Go! Saitama,no synopsi yet - check back soon! yuusukemurata comedi seinen no dialogu superhero superpow base on a manga 2021 movi midrank,3.6
3746,Dream 9 Toriko x One Piece x Dragon Ball Z Super Collabo Special,"luffy, toriko, goku and their crew face off in a food competition. akiratoriyama action adventur comedi fantasi shounen crossov pirat race superpow 2013 movi midrank",3.6
3747,Romance of the Three Kingdoms (2010),"liu bei embark on a journey to quell the chao that plagu hi homeland of china bring with him hi sworn brother zhang fei and guan yu. have onli a small armi and no land of hi own, liu bei is forc to to continu take a subservi role to other gener in order to keep safe from the those who continu come after hi life. koujihonda action adventur ancient china histor polit rebellion romanc of the three kingdom war base on a novel 2010 longseri midrank",3.6
3748,Gatchaman Crowds Insight,"now a year after the so-cal tachikawa incid in the summer of 2015, the crowd ability--a gift from berg katz to ninomiya rui, the abil to give the human mind shape and form--i widespread among the masses. the use of the abil is acknowledg and promot by the japanes prime minist himself, but he face mount frustrat and suspicion from those who bear ill will against the crowds. one day, the prime minist flight is attack by a mysteri group. the time ha come for the wing warrior to stride into battl onc more... hidekiit action sci fi alien polit social media superpow origin work 2015 miniseri midrank",3.6
3749,Daisuki! BuBu ChaCha,"the anim talk about a littl boy, randy, whose dog, chacha, die in an accid and wa reincarn into a live toy car. each episod is told like the chapter of a storybook, where randi learn a valuabl thing in life with hi cartoonish and goofi friend chacha. randi meet sever friend in hi neighbourhood, such as catherine, the tall blond girl in red long sock who ride a bicycle, or mary, a littl hot-temp brunett girl dress as a maid and who carri around a mop. tetsurouamino comedi fantasi slice of life anim protagonist car dog non-human protagonist origin work 2001 longseri midrank",3.6
3750,Cat Shit One,"packi and botaski are member of a privat militari company, a new form of mercenari system. somewher on a desert region, they are on a rescu mission and due to the circumst they must enter combat immediately. kazuyasasahara action seinen anim protagonist anthropomorph desert mercenari militari non-human protagonist rabbit short war base on a manga matur themes, violenc 2010 movi midrank",3.6
3751,Rumiko Takahashi Anthology,"rumic theater is a collect of 13 stori by rumiko takahashi, who is also respons for such thing as inuyasha, kimagur orang road, and mermaid forest. while each stori ha it own tone, the focu tend to be base upon marriage, death, apartments, or gener quirki situat and experiences. sarcasm and mixup abound in thi entertain series. rumikotakahashi comedi drama slice of life collect episod base on a manga 2003 miniseri midrank",3.6
3753,Please Twins: The Summer Never Ends,"summer hijinx abound as miina, karen, maiku, kei, mizuho and the rest of the otwins/oteach crew enjoy a short summer vacat by the lake. as the variou coupl pair off, will miina final be abl to confess her feel to maiku, or will karen be abl to foil her? is thi all a sinist plan of ichigos? and what about the rumor of a femal ghost that haunt the lake, prey on lone young men? yasunoriid comedi ecchi origin work incest, matur theme 2004 movi midrank",3.6
3754,Haiyore! Nyaruko-san: Yasashii Teki no Shitome-kata,no synopsi yet - check back soon! tsuyoshinagasawa comedi magic girl alien anthropomorph henshin hero interspeci relationship magic non-human protagonist supernatur base on a light novel 2012 movi midrank,3.6
3755,Inko Colors 2,no synopsi yet - check back soon! mineichinos anim protagonist bird famili friendli non-human protagonist short 2021 movi midrank,3.6
3756,Show By Rock!! Stars!!,"all the top band like plasmagica, shingancrimsonz, mashumairesh, and more are back in midi citi for an epic encore. but it not all fun and games. thi all-star battl of the band is set to featur their cutest—*ahem*—toughest competit yet. daigoyamagishi anim characterist music non-human protagonist base on a mobil game 2021 miniseri midrank",3.6
3757,Battle Angel Alita,"among the garbag dump down from the mysteri aerial citi of zalem, a new life is found. restor by a brilliant cyberneticist, a young girl name galli struggl to find her own place in the world, to learn the extent of her own deadli abil and to discov that which make her truli human: love. yukitokishiro sci fi seinen android bounti hunter cyberpunk post-apocalypt robot base on a manga explicit violence, nuditi 1993 ova midrank",3.6
3758,Genius Party Beyond,"in five beauti and uniqu fantasi worlds, five differ tale unfold. a young boy worri about hi pregnant mother; a mismatch group hunt down a legendari treasur on the giant’ isle; and a small villag must determin the fate of a giant fallen meteor. these stori and more unwind to a music backdrop in a world as vari and interest as the next. shinyaoohira comedi sci fi abstract collect origin work 2008 movi midrank",3.6
3759,Yuyushiki,"yui, yukari and yuzuko have just enter high school, eager to have a great time. they quickli becom the sole member of the data process club, use the comput frequent to look up inform and find interest videos. whether theyr debat the merit of sauc on curri bread, tri to determin how some women manag to have huge breast or deal with the swelter heat, these three friend will also manag to have fun in the process. komatamikami comedi seinen slice of life school club school life base on a 4-koma manga base on a manga 2013 miniseri midrank",3.6
3761,Doraemon Movie 26: Nobita's Dinosaur (2006),"one day nobita dig up a dinosaur egg, but when doraemon is reluct to believ that it is anyth but a rock he decid to prove him wrong and use the time cloth to return it to how it wa one hundr million year ago. the egg hatches, reveal a babi plesiosaur which nobita name piisuk and decid to raise. soon enough the young dinosaur grow too big and is in danger of be discovered, so nobita and doraemon take him back to cretac era japan. however, the time machin make a mistak and they leav him in the america instead! now nobita and the other head back to the cretac era in an attempt to take piisuk to where he should be. that is, if they can find a way home now that the time machin is broken, avoid the attack of hungri dinosaurs, and elud the mask hunter who is determin to captur piisuk at all costs! hiroshifujimoto adventur comedi shounen cat dinosaur famili friendli non-human protagonist prehistor robot time travel base on a manga 2006 movi midrank",3.6
3762,Excel Saga,"f city, f prefecture: the battleground where good and evil have final chosen to decid onc and for all who will rule the world…or at least that the gener idea! neither side seem up for the task, as surviv the brutal of everyday life is enough of a chore. on the side of evil is the organ of across, it onli member the loudmouth and abras excel who struggl just to put food in her stomach; on the side of good, three disenfranchised, unemploy bachelor whose onli pursuit in life is romance. add in alien invasions, jungl warfare, and mexican immigr labor to japan, and thi war doesnt seem like to be end soon! koushirikud action comedi sci fi seinen break the fourth wall gag parodi slapstick base on a manga violenc 1999 longseri midrank",3.6
3763,Life With an Ordinary Guy Who Reincarnated Into a Total Fantasy Knockout,"childhood friend tachibana hinata and jinguji tsukasa were live the everyday life of offic workers. then, on the way home from a mixer, they were sent fli into anoth world by a mysteri being. onc there, jinguji see hi best friend ha been turn into a beauti blonde-haired, blue-ey girl...?! the ador of tachibana’ femal form complet flummox tachibana. but these two are each others’ best friends. to keep their relationship from be destroyed, they must defeat the demon lord as quickli as possibl and return to their origin forms. yuutsurusaki adventur comedi fantasi romanc curs gender bender isekai person in a strang world summon into anoth world base on a manga 2022 movi midrank",3.6
3764,Bakuman.: Deraman.,a recap episode\xa0of the first two season of bakuman. tsugumiohba shounen anim industri manga industri otaku cultur recap voic act writer base on a manga 2012 movi midrank,3.6
3765,Inukami!,"the kawahira famili special in deal with troublesom spirit with the help of inukami, strong dog spirit that take human form. member of the famili are expect to make pact with strong inukami in order to fulfil their duties, but their famili ha a black sheep: the pervert keita, who charg peopl for hi help. hi inukami, youko, is dedic to make keita complet hers. her favorit form of punish for him when he stray is teleport him into the citi complet naked. he been arrest for indec exposur so mani time that he a jailhous regular, and is consid an outcast by hi famili and normal society; yet an inukami of the highest calib chose to be hi partner?! is there realli more to him than perverseness? keizoukusakawa comedi ecchi japanes mytholog base on a light novel 2006 longseri midrank",3.6
3766,EGOIST: All Alone With You,"the offici music video for psycho-passs first end theme song, perform by egoist. egoist abstract 2013 movi midrank",3.6
3767,Bodacious Space Pirates Movie: Abyss of Hyperspace,"it\ not easi be the captain of a space pirat ship. especi when you\r still in high school and aren\t allow to do normal pirate-stuff like rob and plunder. however, despit those restrictions, marika kato ha proven herself worthi of command the bentenmaru. and if stage perform such as pretend to board and pillag space cruis ship doesn\t pay as well as actual steal stuff… well, at least no one get hurt, right? but thing take a sinist turn when marika and her crew are hire to raid the luxuri liner begin the beguine. becaus one of the passeng ha a hidden secret and agenda of hi own. and it begin with be kidnapped! suddenli the bentenmaru and their new hostag are be pursu by other warship and the race is on for what could be the biggest prize of all! tatsuosat sci fi outer space space pirat base on a light novel 2014 movi midrank",3.6
3768,Cardfight!! Vanguard G: GIRS Crisis,"a major event known as g quest is to be organ by the feder of intern vanguard associ (fiva) thi autumn. those who conquer six branch quest will be honor the titl gener master as well as the chanc to becom a clan leader. while member of try3 are all excit by new goal ahead, a massiv conspiraci that would lead to the destruct of vanguard ha been secretli set in motion. yuiumemoto action fantasi card battl famili friendli tournament base on a card game 2015 longseri midrank",3.6
3770,Kiku-chan to Ookami,no synopsi yet - check back soon! tetsuoyasumi drama histor war world war 2 2008 movi midrank,3.6
3771,Kouchuu Ouja Mushiking Super Battle Movie: Yami no Kaizou Kouchuu,no synopsi yet - check back soon! junpeimizusaki fantasi base on a card game 2007 movi midrank,3.6
3773,Yong Zhe Da Mao Xian,no synopsi yet - check back soon! huanghaitao adventur fantasi chines anim cg anim origin work 2015 longseri midrank,3.6
3774,High School Mystery: Gakuen Nanafushigi,no synopsi yet - check back soon! jiroutsunoda mysteri school life origin work 1991 longseri midrank,3.6
3776,Lunar Legend Tsukihime,"with a past shroud in mysteri and a blank memory, shiki tohno seem to be just anoth averag high school student. that is, until he nearli kill a femal vampir with hi secret deadli abil to see the lines. hi journey to unlock the secret of the tohno famili and unburi hi own lost memori ha onli just begun, and now he must also help the woman, arcueid brunestud, find a lethal phantom name roa, and kill it use hi ability. katsushisakurabi action fantasi romanc seinen overpow main charact vampir base on a visual novel violenc 2003 miniseri midrank",3.6
3778,Detective Conan: Let's Experience the Jomon Period!,no synopsi yet - check back soon! goshoaoyama mysteri shounen detect base on a manga 1999 movi midrank,3.6
3779,Ginga Hyouryuu Vifam,"set far in the future, a mysteri alien race attack a new coloni light year from earth. a number of children rang in age from 4 to 15 are among the survivor that evacu from the fallen colony. due to attack by the alien on the escap freighter, the number of adult left dwindles. over time, the children becom involv as they strive to understand the alien and tri to make their way back to earth. hiroyukihoshiyama action adventur drama mecha sci fi alien outer space real robot war origin work nudity, violenc 1983 longseri midrank",3.6
3780,number24,"natsusa yuzuki wa expect to be the ace on hi colleg rugbi team but due to unexpect circumstances, had to sit out. six month later, he’ back. along with hi best friend seiichiro, prodigi senior ibuki ueoka and a few other – they’r go to repres the kansai univers team. he may still be figur out life but he’ got some new brother to help him. time to join the scrum! shigerukimiya sport colleg rugbi school life origin work 2020 miniseri midrank",3.6
3781,The Pilot's Love Song,"to find the end of the sky and sea, we went on a journey aboard the fli island isla. a boy who lost everyth in the revolution. the lone girl who call the wind, who becam the revolut symbol. the young pilot set out aboard the fli island isla to find the end of the sky. friendship, love, adventure... and each of them have someth they want to protect. an epic stori of love and dogfight begin now. toshimasasuzuki adventur fantasi romanc aviat island base on a light novel 2014 miniseri midrank",3.6
3782,Children of the Sea,"when ruka wa younger, she saw a ghost in the water at the aquarium where her dad works. now she feel drawn toward the aquarium and the two mysteri boy she meet there, umi and sora. they were rais by dugong and hear the same strang call from the sea as she does. ruka dad and the other adult who work at the aquarium are onli distantli awar of what the children are experienc as they get caught up in the mysteri of the worldwid disappear of the ocean fish. daisukeigarashi drama mysteri seinen ocean supernatur base on a manga 2019 movi midrank",3.6
3784,Doraemon Movie 13: Nobita to Kumo no Oukoku,"dure class, nobita question the teacher where heaven is locat when he wa be taught about clouds. be laugh at, nobita look for proof that a heavenli place exist on the clouds, but wa explain by doraemon that it cannot exist scientifically. disappointed, he wa eventu help by doraemon to creat their own kingdom of clouds. littl did they know that there are creatur who have been live on cloud for a long time. hiroshifujimoto adventur shounen cat famili friendli non-human protagonist robot base on a manga 1992 movi midrank",3.6
3785,Cyber Formula SAGA,"after hi defeat in the 14th cyber formula grand prix, hotshot racer hayato kazami decid to chang machin and give up hi asurada. now, dure the 15th grand prix, more chao ha ensued: aoi zip formula ha a new president, and a new racer ha been introduced: phil fritz! not onli is he good at what he does, but he ha a never-before-seen machin that appear to be unstoppable. as hayato progress through the races, he decid to use the new asurada. can hayato and hi asurada challeng their limit onc again by beat thi so-cal unbeat opponent? mitsuofukuda sport race origin work 1996 ova midrank",3.6
3786,Yukiwatari,no synopsi yet - check back soon! satoshidezaki fantasi 1994 movi midrank,3.6
3787,Ninja Hattori-kun Plus Perman: Chounouryoku Wars,no synopsi yet - check back soon! hiroshisasagawa comedi shounen crossov ninja base on a manga 1984 movi midrank,3.6
3788,BuBu ChaCha,"bubu chacha is about a dog who die due to an fate accid and wa ressurect as a toy car. together, he and bubu learn mani new thing about the world and about friendship that never dies. tetsurouamino comedi fantasi slice of life anim protagonist car dog non-human protagonist origin work 1999 longseri midrank",3.6
3789,Tokimeki Memorial: Only Love,"due to hi parent work, riku aoba is about to transfer to tsumugino privat high school; but it no ordinari high school! unlik other student bodies, tsumugino academ system ha a great deal of freedom; and as a result, riku is often drag into variou scheme the student council ha created, result in him be chase around the school for a prize reward. to make matter even more complicated, three of the most popular girl in school are fall for him. with such a busi school life, how will riku survive?! yoshihirotakamoto harem romanc school life base on a visual novel 2006 longseri midrank",3.6
3791,Chain Chronicle: The Light of Haecceitas - Movie 1,"thi is the stori of the chain chronicle, a book that describ everyth that happen in the world. the citizen of the remot contin of yggd onc thought that there wa noth beyond their continent. the contin wa divid into sever regions, each with it own king. though there were small skirmish amongst them, a lord, chosen by the king in conference, alway maintain balance, until the evil black armi arrived. the volunt army, led by yuri, wa no match for the black army. dure the fighting, the lord of black captur half of the chain chronicle, as well as the capital. masashikud action fantasi rpg base on a mobil game 2016 movi midrank",3.6
3792,Jibaku-kun: Twelve World Story,"spaak, a veri power and respect g.c. (great child) offer hi posit to a young boy name bucki who ha the dream to becom the ruler of the world. in order to becom a true g.c. to protect hi land from anim that have gone haywire, he must cross the twelv countri and defeat each g.c. guardian who are order by the g.c. leader hail to stop him. kai and pinki who are also g.c. follow bucki on hi journey to make hi dream come true. amishibata adventur comedi fantasi 1999 longseri midrank",3.6
