Rank,Name,Tags,Rating
2858,Phi Brain: Puzzle of God 2,"the battl with pog is over, but kaito determin to rid the world of lethal puzzl remains, stronger than ever. alongsid ana, cubic, gammon and nonoha, kaito continu tackl each puzzl of fool he can find, take them down with ease. but soon, the gang discov that a new group known as the orpheu order is in town, and theyr will to do whatev it take – even manipul other around them – to achiev their ultimate, sinist goal: to learn more about the orpheu amulet and forc all of human to unlock their true potential, no matter the deadli cost. with new treacher puzzl to solv and their friend live at stake, kaito and the group must use their intellect onc more to take down the orpheu order. sunris adventur high stake game origin work 2012 longseri midrank",3.68
2861,Bai Yao Pu,"the ghost doctor see evil and good as a mystery/riddle. she is the savior of all monster as well as the nightmar of all monsters. the doctor work outsid of thi world, in a place where monster exist, call peach capital. and as she tour around, she take her littl monk to go through the world while search for the hundr demon spectrum. yidong adventur drama fantasi mysteri ancient china chines anim histor supernatur base on a novel matur themes, suicide, violenc 2020 miniseri midrank",3.68
2862,Symphogear G,"peac had seem to return to the world when hibiki, tsubasa, and chri had save the planet from the luna attack with their song. however, 3 month later at a joint concert between tsubasa kazanari and foreign superstar maria cadenzavna eve, the symphogear team is face with her danger declar of war against the world. maria and her alli kirika and shirab have a fear power back them: the power of a dark symphogear. katsumiono action sci fi music superpow origin work violenc 2013 miniseri midrank",3.68
2863,Joker 3,"mysteri joker continu hi tour around the world: escap from luxuri cruis ships; surviv at southern island with mysteri relics; against ninja, chef, and idol dancer; last but not least, the timeslip, the ultim goal. hideyasutakahashi comedi shounen thiev base on a manga 2016 miniseri midrank",3.68
2864,Laughing Under the Clouds Gaiden: Movie 1,no synopsi yet - check back soon! kemurikarakara shoujo supernatur base on a manga 2017 movi midrank,3.68
2866,Lupin III Special 6: Dragon of Doom,"after goemon is attack by a group of ninja who desir hi zansetsu sword, lupin, jigen and goemon part ways. lupin and jigen’ next adventur take them to hong kong, where they meet the mafia boss chin chin chu. he inform the duo of an extrem valuabl dragon figurin he wish to obtain, and he requir lupin and jigen’ help to get it. however, acquir the statu will prove difficult for two reasons: it’ current locat at the bottom of the atlant in the remain of the titanic, and it’ an heirloom of goemon’ clan. now, goemon will stop at noth to retriev the statu and keep it secret hidden, even if it mean fight against hi own friends. monkeypunch action comedi crimin thiev base on a manga 1994 movi midrank",3.68
2867,Sailor Moon Super S Special,no synopsi yet - check back soon! naokotakeuchi fantasi magic girl shoujo contemporari fantasi henshin hero magic sentai tokusatsu urban fantasi base on a manga 1995 movi midrank,3.68
2868,Kimi ga Aruji de Shitsuji ga Ore de,"ren and mihato uesugi have move to chiharu in order to find work and a place to live, but it ha proven difficult to find employment. through a seri of event the duo find itself in the prestigi kuonji hous - and subsequ accept live-in maid positions! famou shinra, invent miyu and youngest yume are tough custom to wait on, but with the help of the ex-milit head-butl colonel, head maid benisu and other wait staff, ren and mihato might just learn what it take to be the best maid or butler you can be. their job are not easy, though, with everyth from inappropri sibl love to household game to handle! susumukud comedi ecchi gl harem shoujo-ai maid mansion panti shot parodi base on an erog base on a visual novel incest, matur themes, nuditi 2008 miniseri midrank",3.68
2869,Seraph of the End Specials,no synopsi yet - check back soon! takayakagami comedi shounen supernatur base on a manga 2015 movi midrank,3.68
2871,Karin,"karin is a vampire, but as fate would have it she is a freak among her own kind; for karin doesn’t drink the blood of her counterpart – she is curs to be a blood maker, forc her to inject her extra blood into her victims. what’ wors is that if she doesn’t find an outlet for the blood in time, it explod in a massiv nose bleed of impress volume. in karin twist day-go state, she find it nearli imposs to find safe victims; so, nose bleed are a major problem. when transfer student and new classmat usui kenta prove to have exactli the kind of emot her vampir natur most enjoys, she find herself in comed dire straights! yunakagesaki comedi romanc shoujo interspeci relationship vampir base on a manga 2005 courseri midrank",3.68
2872,Cyber Formula ZERO,"after hayato\ amaz victori in the 11th cyber formula grand prix, he had an accid in the 12th grand prix and critic damag hi body. asuka sugo decid to care for hayato and in return, hayato propos to her and promis to hang up hi race shoe forever. take hayato\ place in the 13th race is henri clayton; but unabl to resist the call of the track, hayato break hi promis and return to drive anoth day. as hayato continu to race, the zero zone manifest itself insid him yet again; .and now, hayato must overcom hi fear of driving, and challeng hi limit onc again, in the zero zone. mitsuofukuda sport race origin work 1994 ova midrank",3.68
2874,Aikatsu! 4,"the three member of lumin start their tour in hokkaido, where they met two girl who love sing and dancing: nono ouji and lisa shirakaba. ryuichikimura idol music music school school life showbiz base on a card game 2015 longseri midrank",3.68
2876,3000 Leagues in Search of Mother Movie,no synopsi yet - check back soon! shuuichikakesu adventur 19th centuri europ famili friendli histor base on a novel 1980 movi midrank,3.68
2877,Plawres Sanshiro,"plawr is a highli competit fight sport, where remot control miniatur robot duke it out in a ring. when the bratti sanshiro and hi friend from school enter the contest with their robot, juohmaru, they take the plawr commun by a storm with their fantast start. but as their reput grows, they are forc to face one challeng after another. to cope with the new trial they encounter, sanshiro must continu improv hi skill in program the robot and hone hi fight instinct and tactics. with the help of hi friend and relatives, onli the sky is the limit for sanshiro and juohmaru! kunihikoyuyama action shounen sport proxi battl robot tournament base on a manga 1983 longseri midrank",3.68
2878,This Boy Caught a Merman,"when a pictur of hi late grandfath fall into the ocean, shima jump in after it without thinking. nearli drowning, he is save by a veri perfect stranger - the young merman isaki. shima and isaki quickli bond in way neither anticipated. after all, shima and isaki arent just from opposit side of the track but from entir diverg species, which make maintain a long term relationship anyth but easi sailing. soubiyamamoto bl drama shounen-ai interspeci relationship mermaid non-human protagonist psycholog origin work 2012 movi midrank",3.68
2879,Yuuki Yuuna is a Hero: The Washio Sumi Chapter,"most of the world ha been destroy by malevol be known as vertexes. a pocket of human ha manag to surviv on japan\ shikoku island, protect by the guardian deiti shinju-sama and a group of specially-chosen magic girl known as heroes. sixth-grad sumi washio, sonoko nogi, and gin minowa are three hero tri to defend what\ left of the world while live normal live with their friend and families. but are three young girl enough to defeat the power vertexes? and what happen when the price of their success is almost as terribl as the price of their failure? seijikishi action drama fantasi magic girl slice of life henshin hero magic melancholi post-apocalypt origin work 2017 movi midrank",3.68
2880,Maison Ikkoku: Kanketsuhen,no synopsi yet - check back soon! rumikotakahashi drama romanc seinen base on a manga 1988 movi midrank,3.68
2881,Eve: Shinkai,no synopsi yet - check back soon! marieyasui fantasi 2020 movi midrank,3.68
2882,Unbreakable Machine-Doll,"in the mechan citi of liverpool, a japanes student and hi beauti femal companion enter the most prestigi magic academi in the world–th place all puppet dream of going. there, student use automaton and live doll to fight against each other in the quest to becom the world’ best puppeteer. kinjiyoshimoto action ecchi fantasi cyborg magic magic school master-serv relationship school life base on a light novel 2013 miniseri midrank",3.68
2883,Eve: Tokyo Ghetto,no synopsi yet - check back soon! waboku supernatur vocaloid 2018 movi midrank,3.68
2886,Higurashi: When They Cry - Gou,"new kid keiichi maebara is settl into hi new home of peac hinamizawa village. make quick friend with the girl from hi school, he\ arriv in time for the big festiv of the year. but someth about thi isol town seem off, and hi feel of dread continu to grow. with a gnaw fear that he\ right, what dark secret could thi small commun be hiding? keiichiroukawaguchi horror mysteri countrysid curs psycholog school life thriller base on a visual novel emot abuse, explicit violence, matur themes, physic abuse, domest abus 2020 courseri midrank",3.68
2888,Neon Genesis Evangelion: Death and Rebirth,"in a post-apocalypt future, tokyo iii is under attack from mysteri creatur call angel and onli the mecha known as evangelion can stand against them. shinji ikari is a lone and disturb boy who wa special select to be one of the three child pilot for the evangelions; however, fight hi fear and battl alien creatur are two veri differ things, and neither is easy. can shinji conquer hi weak in time to save humanity, or will hi confus emot and the angel doom the entir world to extinction? hideakianno mecha militari post-apocalypt psycholog super robot origin work violenc 1997 movi midrank",3.68
2889,Doraemon Movie 35: Nobita no Space Heroes,"doraemon\xa0and director burger tri to set up a dramat world where nobita and hi friend can truli becom space heroes. however, the team soon find out that director burger scenario ha come to life, and there is actual danger.\xa0doraemon, nobita and friend must work togeth to save aaron and hi home planet pockl from space pirates. fujikof.fujio adventur comedi sci fi shounen cat famili friendli non-human protagonist outer space robot base on a manga 2015 movi midrank",3.68
2890,RIN-NE 3,"help the depart find peac is all in a day’ work for half-shinigami rinn rokudo, but the poor guy is in over hi head when more mysteri interlop from the spirit world start to creat problem for him and sakura mamiya. rumikotakahashi comedi shounen episod japanes mytholog reincarn shinigami supernatur base on a manga 2017 longseri midrank",3.68
2891,Hungry Days x Bump of Chicken: Kinen Satsuei,no synopsi yet - check back soon! eiichirooda drama commerci food and beverag parodi promot school life base on a manga 2019 movi midrank,3.68
2892,Hero Company,"five worker worker at a giant corpor are dedic to protect peopl from disast and other event all over the world. together, they transform into the superhero dessert five: chocol red, macaron navy, langu de chat white, soft ice cream yellow, and parfait pink. bobshirohata action comedi seinen base on a manga 2015 movi midrank",3.68
2893,Magical Taruruuto-kun: Sukisuki Takoyaki!,no synopsi yet - check back soon! yukiokaizawa comedi fantasi base on a manga 1992 movi midrank,3.68
2895,Kimu no Juujika,no synopsi yet - check back soon! fumiomiyashita drama histor base on a novel 1990 movi midrank,3.68
2896,Sword Dynasty 2nd Season,second season of sword dynasty. keizoushimizu action ancient china chines anim histor wuxia base on a novel 2017 miniseri midrank,3.68
2897,Onegai My Melody: Yuu & Ai,"set befor the event of sweet danc princess, it focus about my melodi summer camp in mari land and how her friendship with kuromi is becom better, despit the upset experi and misunderstand she had dure camp. masaoookubo comedi fantasi famili friendli sanrio charact 2012 movi midrank",3.68
2899,"Banished from the Hero's Party, I Decided to Live a Quiet Life in the Countryside","red wa onc a member of the hero party, a power group destin to save the world from the evil forc of taraxon, the rage demon lord. that is, until one of hi comrad kick him out. hope to live the easi life on the frontier, red new goal is to open an apothecary. however, keep the secret of hi former life may not be as simpl as he thinks. especi when the beauti rit, an adventur from hi past, show up and ask to move in with him! makotohoshino action adventur comedi fantasi romanc slice of life countrysid demon slow life base on a light novel 2021 miniseri midrank",3.68
2900,Love Hina Spring Special: I Wish Your Dream,"a new set of preliminari exam have pass by, but keitaro end up daydream straight through them. assum that he ha fail onc again, keitaro quickli make hi escap and end up on an island in the middl of the pacific. an anger narusegawa chase after him, though, and it doesn’t take long befor the entir hinata inn arriv at the scene! meanwhil keitaro meet nyomi, a girl who ha grown up on the island and plan to stay on it in order to fulfil her dream of find the hidden paralantis! now that keitaro onli ha adventur on hi mind, can anyon convinc him return to japan? kenakamatsu comedi ecchi romanc shounen forest island jungl tsunder base on a manga 2001 movi midrank",3.68
2901,Spiritpact,"you keika, the heir of an old famou famili of exorcists, is stricken with poverti after lose hi parent and struggl as a street fortun teller and a part time comput tech. one night at a junkyard, he meet a mysteri and charismat exorcist, tanmoku ki, who is fight an evil spirit. to compound hi misfortunes, he get hit by car and becom a ghost. tanmoku ki appear and ask you keika to make a “pact” with him to fight evil spirit together. here start the friendship of our heroes! pingzi action bl shounen-ai chines anim ghost master-serv relationship supernatur base on a manga 2017 miniseri midrank",3.68
2902,Xing Hai Qishi,no synopsi yet - check back soon! wangjian sci fi chines anim cg anim 2020 ova midrank,3.68
2903,Mobile Suit Gundam II: Soldiers of Sorrow,"in univers centuri 0079, the war between the earth feder and the princip of zeon continu to rage. the assault carrier white base stumbl onto the mine of mquve, howev ramba ral and hi team are pursu them and are not give up without a fight. desperately, white base continu to tri to reach jaburo, the earth feder headquarters, onli to come across the black tri-star. with no end in sight, amuro struggl and put hi skill to the test to protect hi friend from utter peril. yoshiyukitomino mecha sci fi militari outer space polit real robot rivalri war 1981 movi midrank",3.68
2904,"You're Being Summoned, Azazel","rinko sakuma thought she wa work for a regular detect agency, but two month into her new job she learn that her employer, akutabe, is actual a demon summon who call creatur from the depth of hell to carri out reveng for hi clients. rinko’ first experi of a demon come in the form of azazel, a devil whose power is to incit lust in return for an offer of food. unfortunately, as if be harass by the flirtati demon isn’t enough, rinko ha been forc to into sign a contract with him for eternity! now the innoc offic worker must work with azazel, the fecal gourmet beelzebub and a whole host of equal derang devil to complet job for the agency; though with the demon habit of bungl task and make the situat worse, it won’t be easy... yasuhisakubo comedi fantasi seinen break the fourth wall crude demon short episod base on a manga 2011 miniseri midrank",3.68
2905,Saekano: How to Raise a Boring Girlfriend Flat: Fan Service of Love and Pure Heart,"the team ha come to the pool of a luxuri hotel to do research for a swimsuit event for their game. as always, utaha and eriri are fighting, michiru is do her own thing, and of cours megumi is be aloof. kantakamei comedi ecchi harem romanc otaku cultur base on a light novel 2017 movi midrank",3.68
2906,Sore Ike! Anpanman: Rhythm de Teasobi - Anpanman to Fushigi na Parasol,no synopsi yet - check back soon! takashiyanas anthropomorph famili friendli food protagonist non-human protagonist 2012 movi midrank,3.68
2908,"Listen to Me, Girls, I'm Your Father! Warmth","after win a famili trip to a hot spring resort, yuta and the girl were follow by raika, kouichi and shuntarou. meanwhile, raika ha to deal with her burgeon feel for yuta. itsuroukawasaki ecchi slice of life childcar singl parent base on a light novel 2012 movi midrank",3.68
2909,Haikara-San: Here Comes Miss Modern Part 2,"in turn of the 20th centuri japan, a period character by widespread innov and social restructuring, benio hanamura endeavor to take modern to new heights. with a tomboy nature, benio rail against tradit idea that women should take care of the home—serv their husband rather than pursu their own dreams. her valu as a modern woman come under fire as the one man who support her independence, lieuten shinobu ijuin, goe miss in action. resurfac back in japan, shinobu ha lost all memori of hi true identity. in thi stun sequel, will benio be abl to reconnect with shinobu befor she is marri off to a new man? wakiyamato drama romanc shoujo histor base on a manga 2018 movi midrank",3.68
2910,Mazinkaiser: Shitou! Ankoku Dai Shogun,"a race of subterranean beast call the miken appear out of nowher and indiscrimi wreak havoc all over the world. their goal: the death of mazinkais pilot kouji kabuto. as these monstrou be destroy citi and decim the mazing army, kouji must race against time to onc again pilot mazinkais and defeat the miken and their fear leader ankoku daishogun. masahikomurata action mecha sci fi super robot violenc 2003 movi midrank",3.68
2912,Detective Conan: Let's Try a Curious Experiment!,no synopsi yet - check back soon! goshoaoyama mysteri shounen detect base on a manga 1998 movi midrank,3.68
2913,Hello! Lady Lynn,no synopsi yet - check back soon! youkohanabusa drama shoujo base on a manga 1988 longseri midrank,3.68
2914,Edokko Boy: Gatten Tasuke,"bontenmaru daisuke, or otherwis known as gatten taro, dream of becom a policeman in edo. for that reason, he studi at the edo polic academi to obtain the edo polic badge. he will need to collect 10 of these badg in order to be qualifi as a policeman. daisuk studi earnestli and serious for the sake of these badges. however, he face failur along the way and the road to becom a full-fledg policeman seem long and tedious. manavukashimoto adventur comedi martial art polic base on a manga 1990 courseri midrank",3.68
2916,Huckleberry no Bouken Movie,no synopsi yet - check back soon! tameokohanawa adventur 19th centuri america histor recap base on a novel 1991 movi midrank,3.68
2917,Genji Fantasy: The Cat Fell in Love With Hikaru Genji,"blend histori and fantasy, the stori follow a modern high school girl name hana who is transform into a cat and transport back in time. she travel 1,000 year ago to the heian era as portray in\xa0th tale of genji, arguabl the most famou novel in japanes literature.\xa0guid by the novel titular charact hikaru genji, hana experi firsthand the emot that the author\xa0murasaki shikibu\xa0depict in her novel. rikaoota fantasi anim protagonist cat feudal japan non-human protagonist short time travel 2019 movi midrank",3.68
2918,Crest of the Stars: Birth,"in a technology-inclin future, a young princ of the abriel famili and hi lover take a detour on their way home from an interplanetari trade mission to explor the remain of a dead star. the ancient spaceship they find within caus them to look back over the birth of their race, the ahb, genet engin human design to travel the vast of space... yasuchikanagaoka romanc sci fi outer space base on a novel 2000 movi midrank",3.68
2919,Campione!,"after inadvert manag to kill the god verethragna, take hi divin power in the process, the once-typ teen godou\ life chang forever. now a campione, a god slayer, the boy constantli attract both gods\ and other campiones\ attent alike, not to mention the affect of a power knight, erica. whether he\ dodg erica\ advances, prove hi strength to other or take down god who will wreak havoc on the planet, godou\ new life is anyth but normal. keizoukusakawa action ecchi fantasi harem contemporari fantasi god greek mytholog urban fantasi base on a light novel 2012 miniseri midrank",3.68
2920,Burn the Witch,"histor 72% of all the death in london are relat to dragons, fantast be invis to the major of the people. while unknown to most, some peopl have been stand up to these dragons. onli inhabit of revers london who live in the hidden “reverse” side of london can see the dragons. the protagonist of the stori are witch duo noel niihashi and ninni spangcole. they are protect agent for wing bind. their mission is to protect and manag the dragon within london on behalf of the people. titekubo action comedi fantasi romanc shounen contemporari fantasi dragon england europ magic witch base on a manga 2020 movi midrank",3.68
2924,Tama & Friends: Uchi no Tama Shirimasen ka?,"who say dog and cat cant get along? meet tama the cat and hi dog and cat buddi as their fun-filled, zani adventur prove time and again the import of friendship and work together.\xa0th stori will be new but will keep the previou anim heart-warm world view. junkanzaki slice of life anim protagonist cat dog non-human protagonist short episod 2016 longseri midrank",3.68
2926,Little Busters! OVA,no synopsi yet - check back soon! junmaeda comedi school life base on an erog base on a visual novel 2013 movi midrank,3.68
2927,Umineko: When They Cry,"in the year 1986, eighteen member of the ushiromiya famili head to rokken island where kinzo, the elderli head of the household, will soon choos one of them as hi successor. a portrait of the golden witch beatric greet them as they arriv at the famili mansion, along with a disturb epitaph: she will be resurrect on the ninth twilight after a number of bloodi sacrifices. unfortun for the group, the statement come true, and soon the carnag begins. will anybodi walk away from the omin island, or are their destini due to be forev rule by beatrice? ryukishi07 horror mysteri inherit island psycholog supernatur base on a visual novel explicit violenc 2009 longseri midrank",3.68
2929,Yes! Pretty Cure 5 Movie: Kagami no Kuni no Miracle Daibouken!,"nozomi and her friend decid to go to a europe-theme-park call princess land where they all feel like princesses. however, suddenli coco and nut are captur by the two bear-lik creatur migirin and hidarin. the girl find out that they have been taken to the countri of mirrors. there they not onli meet the evil shadow but also their doppelgaeng who are to be their enemies. to save coco and nut and stop shadow evil plans, pretti cure have to win against themselves. tatsuyanagamin fantasi magic girl henshin hero magic person in a strang world 2007 movi midrank",3.68
2930,Ashita Genki ni Nare!: Hanbun no Satsumaimo,the stori is about a 5-year-old girl who live in just after world war ii when peopl were struggl for living. shinichinakada drama histor world war 2 base on a novel 2005 movi midrank,3.68
2931,Ikkyuu-san: Haru Da! Yancha Hime,no synopsi yet - check back soon! kimioyabuki adventur comedi buddhism histor religion 1981 movi midrank,3.68
2932,Children of the Whales,"float on an endless sea of sand, an isol civil resid on an island-lik vessel known as the mud whale. the live of mani of it citizen are short, due to a power they wield call thymia, and they have veri littl knowledg of the land beyond their desert home. young archivist chakuro want to acquir as much knowledg as he can in hi short lifetim to pass on to futur generations, and an opportun for him to learn more aris when a lone girl is discov live alon on a similar vessel. she is the first human be the peopl of the mud whale have ever seen, and she possess a great deal of inform that they do not- about the outsid world and even the secret of the mud whale itself. with her arrival, everyth in their world begin to change. abiumeda drama fantasi mysteri romanc shoujo desert island isol societi outsid world base on a manga violenc 2017 miniseri midrank",3.67
2933,Maria Watches Over Us Season 4 Specials,"while each girl of lillian academi may appear to be the epitom of a perfect lady,\xa0each still retain a healthi sens of fun. though unfortunately, when film a show some of the teenag creativ idea dont quit make the final cut. with concept such as yumi’ room morph into a shrine for her onee-sama, rei and yoshino decid to convers telepathically, or sachiko’ innov plan for the show with hanadera boy academy, it no surpris these idea were left on the edit room floor... oyukikonno comedi gl shoujo-ai 2009 movi midrank",3.67
2934,Dr. Ramune Mysterious Disease Specialist,"as long as heart exist insid people, there will alway be those who suffer. and then someth strang enter their mind and caus a strang diseas to manifest itself in the body. the illness, which is call a mysteri diseas is unknown to most, but certainli exists. there is a doctor and apprentic who fight the disease, which modern medicin cannot cure. hi name is ramune. he act freeli all the time, is foul-mouthed, and doesn’t even look like a doctor! however, onc he is confront with the mysteri disease, he is abl to quickli uncov the root caus of hi patients\ deep-seat distress and cure them. and beyond that... ahotoro shounen doctor episod supernatur base on a manga 2021 miniseri midrank",3.67
2935,Sore Ike! Anpanman: Minna de Teasobi - Anpanman to Itazura Obake,no synopsi yet - check back soon! takashiyanas anthropomorph famili friendli food protagonist non-human protagonist 2013 movi midrank,3.67
2937,Lupin III Special 17: Angel Tactics,"lupin and hi crew are at it again! when they steal a piec of alien materi recov from a crash ufo that came straight out of area 51, they end up with a littl more than they bargain for; not onli is detect zenigata and hi team after the gang, but they have also becom the target of an all femal assassin squad call the bloodi angels! with danger and betray lurk around everi corner, lupin and compani must play a deadli game of keep away while tri to figur out what is so import about the alien orb. monkeypunch action adventur comedi america thiev base on a manga 2005 movi midrank",3.67
2938,Scum's Wish,"hanabi and mugi are bath in enviou gaze from all around as a beauti coupl with excel moral conduct. but these two appar perfect peopl in an appar perfect relationship share a secret they cant tell anyone. mengoyokoyari drama romanc seinen fake romanc love triangl noitamina psycholog school life unrequit love base on a manga explicit sex, matur theme 2017 miniseri midrank",3.67
2939,Strike Witches: Road to Berlin,"they’r back! and with shizuka hattori, a duti new member of the 501st fighter wing girl in tow, the strike witch have never been more readi to win the war on neuroi onc and for all. will the girl prevail in the epic battl to reclaim berlin, or is human doomed? hideyatakahashi action sci fi alien anim characterist gun histor magic militari origin work nuditi 2020 miniseri midrank",3.67
2942,Shoubushi Densetsu Tetsuya,"in the year 1947, the peopl of shinjuku are down on their luck. with littl money to buy food or necessities, some resort to gambl in order to survive. the mahjong parlor are where the travel tetsuya choos to spend hi time, wipe the floor clean with hi adversaries. however, onc tetsuya meet the intensely-skil boushu-san, he discov that hi own skill are lacking, and from now on mahjong will never be the same! doe tetsuya have what it take to becom a legendari gambler? nobutakanishizawa drama shounen board game gambl mahjong psycholog base on a manga drug use, matur theme 2000 courseri midrank",3.67
2943,Fukuyama Gekijou: Natsu no Himitsu,no synopsi yet - check back soon! michiyosakurai famili friendli 1990 movi midrank,3.67
2944,Sirius the Jaeger,"imperi capital, 1930. a strang group of peopl carri music instrument case land on tokyo station. they are call the “jaegers”, who came to hunt vampires. amongst them, there stood a young man with strike seren and unusu aura. hi name is yuliy, a werewolf whose home villag wa destroy by vampires. yuliy and the jaeger engag in deadli battl over a mysteri holi arc onli known as “the arc of sirius”. what truth await them at the end…? masahiroand action drama anim transform gun militari reveng supernatur vampir werewolv origin work violenc 2018 miniseri midrank",3.67
2946,Altair: A Record of Battles,"the cloud of war are gather over the türkiy stratocraci as the neighbor balt-rhein empir prepar to aggress expand it power. 17-year-old tughril mahmut is the youngest militari leader in türkiy history, and he sit on a council sharpli divid between warmong and pacifists. as an orphan who ha alreadi lost hi entir villag in a massacre, mahmet is among those bid for peace; but war is come whether anyon want it or not. can\xa0mahmet success build an allianc strong enough to defend hi nation, or will the tangl web of polit intrigu give balt-rhein the advantag it need to bring about the türkiy stratocraci downfall? kotonokat action adventur drama fantasi shounen anim histor mediev middl eastern orphan polit war base on a manga 2017 courseri midrank",3.67
2947,Aikatsu! Nerawareta Mahou no Aikatsu Card,"the\xa0short ha the protagonist star in a movi direct by ichigo hoshimiya, and they must find a way to acquir the magic aikatsu card that can grant ani wish. ryuichikimura act idol music showbiz base on a card game 2016 movi midrank",3.67
2949,Sugar Sugar Rune,"chocola is an extrovert and an assert girl, while her friend vanilla is extrem shi and hesitant; together, they both come from the magic kingdom and are the next candid in line for the throne. in order to qualifi to be the queen, chocola and vanilla are sent to the human world to improv their magic; the assess is base on captur the most heart of the peopl in the human world. chocola upfront behavior wa popular in the magic kingdom, but in the human world, peopl prefer the person of her newli form rival, vanilla. now, chocola must work extra hard to live up to her mother failur -- all while repress her desir to whup everyon butt! moyocoanno fantasi magic girl romanc shoujo henshin hero magic base on a manga 2005 longseri midrank",3.67
2950,Lady Lady!!,"lynn lost her mother at the age of five and live in with her father in england. lynn father is not abl to be by her side all the time becaus of hi busi schedul and lynn is often left on her own. despit have to endur the harsh loneliness, lynn strive to protect her promis with her mother to becom a strong and eleg lady. youkohanabusa drama shoujo england europ base on a manga 1987 courseri midrank",3.67
2952,"Demon Lord, Retry!","on the night of hi favorit game’ shutdown, akira oono awaken in the bodi of hi onlin character: demon lord hakuto kunai. he’ not the most confid guy ever, and he’ travel with an injur young girl. but with power game mechan and abil on hi side, thi gamer turn badass plot hi cours through a divers new world fill with saints, demons, and charm companions! hiroshikimura action adventur fantasi demon king demon isekai magic overpow main charact person in a strang world summon into anoth world trap in a video game base on a light novel 2019 miniseri midrank",3.67
2953,For the Sake of Sita,"the stori of a girl whose fate changes, and a man who want to save her. haga drama romanc adult coupl god korean anim matur romanc religion base on a webtoon 2020 movi midrank",3.67
2954,Lupin III Special 19: The Elusiveness of the Fog,"two eye stand high into the heavens, within it a blue flame... thu start the legend of the white tamayura, an ancient object fabl to give it user the abil to travel through time. and if that\ not reason enough for lupin iii to go after thi legendari item, fujiko\ seduct charm are. swap hi thiev skill with treasur hunt take lupin and hi gang to the isl of kiritappu, where lupin and jigen scale the seab for ruin and treasure. but as always, inspector zenigata is on their tail, liter drive them out of the water and into a high-spe car chase down countri roads. all seem like busi as usual for lupin, until peopl around him start to vanish into thin air. lupin, jigen and goemon don\t even find time to think of an explan befor they themselv vanish into a blind white light... monkeypunch action comedi thiev time travel base on a manga 2007 movi midrank",3.67
2955,Dream Festival! R,second season of dream festival! yuutamurano idol music showbiz origin work 2017 miniseri midrank,3.67
2956,Mobile Fighter G Gundam,"the year is futur centuri 60; much of mankind now live in coloni surround the earth. after be ravag by countless wars, everi four year the domin over the coloni is decid in a martial art tournament call the gundam fight. thi year mark the 13th tournament, and gundam fighter repres their coloni have begun to gather. their purpos is to fight, and fight, until onli one remain to claim the titl gundam of gundams. but domon kasshu, neo japan’ representative, ha anoth secret mission; and should he fail, all of mankind may pay the price. gundam fight! ready! go! yasuhiroimagawa action mecha sci fi hand to hand combat martial art rivalri super robot tournament origin work 1994 longseri midrank",3.67
2957,Sailor Moon,"life can be tough when your a teenager. enter tsukino usagi, an average, if somewhat clumsy, junior high student whose voraci appetit for sweet and capac for tear are offset by her enthusiasm for life. her normal exist is suddenli turn upsid down when a talk cat name luna come into her life. suddenly, usagi find herself with the abil to transform into the superhero known as sailor moon. fight the occasion monster may be the least of her worries, though... naokotakeuchi comedi fantasi magic girl romanc shoujo contemporari fantasi element power famili friendli fate lover henshin hero magic monster-of-the-week sentai tokusatsu urban fantasi base on a manga 1992 longseri midrank",3.67
2958,Zipang,"in present day japan, dure what should have been a routin train exercise, captain umeza and the battleship mirai are suddenli hit by a storm, send them back in time to the middl of world war 2. arm with state-of-the-art technology, the mirai could alter the cours of history; but for it crew, the situat present a moral dilemma: do they have the right to meddl with history, even to stop the most dread tragedi of the war, when even the smallest act could have unforeseen consequences? kaijikawaguchi action adventur drama seinen histor militari ship time travel war world war 2 base on a manga 2004 longseri midrank",3.67
2959,Symphogear GX,"after the frontier incident, everyon who knew the circumst believ the nois were gone and the pain they caus wa at an end. but a new conflict approach unseen. in the yokohama harbor oosan-bashi pier, a new pattern is detect that is similar to the noise. a combat group wield mysteri technolog stand in the way of hibiki and the others. when she hear of thi enemi of unpreced strength, tsubasa hurri back home from england. but the symphogear user see no open to counterattack are forc into a difficult fight. in thi situat of extrem disparity, the battl for the song that will end the world begins. katsumiono action sci fi music superpow origin work violenc 2015 miniseri midrank",3.67
2960,Saki,"win a game of mahjong is hard; get the same score everi time is practic impossible. so imagin the surpris of the school mahjong club when saki miyanaga walk in and doe just that. despit her dislik for the game, her talent is obviou and it up to the club member - the top-heavi nodoka, the energet yuuki, the cun mako and the perman in control club presid hisa - to persuad her to join the club and help them reach the nationals. but even then, will their combin skill be enough to overturn some of the toughest high school player the countri ha to offer? ritzkobayashi comedi ecchi seinen board game mahjong school club school life tournament base on a manga 2009 longseri midrank",3.67
2961,Vampire Hunter D,"thousand of year in the future, the world is overrun by demon and vampir lords. doris, a young girl, ha becom the target of the great vampir lord count magnu lee, who want her as hi plaything. after be bitten by the count, she seek the help of d, an elit vampir hunter, who decid he must ventur out to slay the count and hi demon underl to save thi girl in despair. toyooashida action sci fi bounti hunter monster non-human protagonist post-apocalypt supernatur vampir base on a novel explicit violence, nuditi 1985 movi midrank",3.67
2962,Matatabi Movie Labo,no synopsi yet - check back soon! karameru comedi anim protagonist cat gag non-human protagonist short episod 2020 movi midrank,3.67
